6|"June"|"None"||"None"|||||||||||"23380733"|"244492120"
5|"May"|"None"||"None"|||||||||||"23380733"|"244492122"
8|"August"|"None"||"None"|||||||||||"23380733"|"244492115"
7|"July"|"None"||"None"|||||||||||"23380733"|"244492119"
10|"October"|"None"||"None"|||||||||||"23380733"|"244492124"
9|"September"|"None"||"None"|||||||||||"23380733"|"244492125"
12|"December"|"None"||"None"|||||||||||"23380733"|"244492116"
11|"November"|"None"||"None"|||||||||||"23380733"|"244492123"
1|"January"||||||||||||||"23380732"|"244492106"
2|"February"||||||||||||||"23380732"|"244492105"
3|"March"||||||||||||||"23380732"|"244492109"
4|"April"||||||||||||||"23380732"|"244492102"
5|"May"||||||||||||||"23380732"|"244492110"
6|"June"||||||||||||||"23380732"|"244492108"
7|"July"||||||||||||||"23380732"|"244492107"
8|"August"||||||||||||||"23380732"|"244492103"
9|"September"||||||||||||||"23380732"|"244492113"
10|"October"||||||||||||||"23380732"|"244492112"
11|"November"||||||||||||||"23380732"|"244492111"
12|"December"||||||||||||||"23380732"|"244492104"
1|"January"||||||||||||||"23380731"|"244492094"
2|"February"||||||||||||||"23380731"|"244492093"
3|"March"||||||||||||||"23380731"|"244492097"
4|"April"||||||||||||||"23380731"|"244492090"
5|"May"||||||||||||||"23380731"|"244492098"
6|"June"||||||||||||||"23380731"|"244492096"
7|"July"||||||||||||||"23380731"|"244492095"
8|"August"||||||||||||||"23380731"|"244492091"
9|"September"||||||||||||||"23380731"|"244492101"
10|"October"||||||||||||||"23380731"|"244492100"
11|"November"||||||||||||||"23380731"|"244492099"
12|"December"||||||||||||||"23380731"|"244492092"
1|"January"||||||||||||||"23380730"|"244492082"
2|"February"||||||||||||||"23380730"|"244492081"
3|"March"||||||||||||||"23380730"|"244492085"
4|"April"||||||||||||||"23380730"|"244492078"
5|"May"||||||||||||||"23380730"|"244492086"
6|"June"||||||||||||||"23380730"|"244492084"
7|"July"||||||||||||||"23380730"|"244492083"
8|"August"||||||||||||||"23380730"|"244492079"
9|"September"||||||||||||||"23380730"|"244492089"
10|"October"||||||||||||||"23380730"|"244492088"
11|"November"||||||||||||||"23380730"|"244492087"
12|"December"||||||||||||||"23380730"|"244492080"
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23380729"|"244492067"
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23380729"|"244492068"
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23380729"|"244492066"
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23380729"|"244492071"
10|"October"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23380729"|"244492070"
11|"November"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23380729"|"244492069"
9|"September"|||"None"|||||||||||"23380729"|"244492077"
8|"August"|||"None"|||||||||||"23380729"|"244492076"
7|"July"|||"None"|||||||||||"23380729"|"244492075"
6|"June"|||"None"|||||||||||"23380729"|"244492074"
5|"May"|||"None"|||||||||||"23380729"|"244492073"
4|"April"|||"None"|||||||||||"23380729"|"244492072"
1|"January"|"None"||"None"|||||||||||"23380728"|"244492058"
2|"February"|"None"||"None"|||||||||||"23380728"|"244492057"
4|"April"|"None"||"None"|||||||||||"23380728"|"244492054"
3|"March"|"None"||"None"|||||||||||"23380728"|"244492061"
6|"June"|"None"||"None"|||||||||||"23380728"|"244492060"
5|"May"|"None"||"None"|||||||||||"23380728"|"244492062"
8|"August"|"None"||"None"|||||||||||"23380728"|"244492055"
7|"July"|"None"||"None"|||||||||||"23380728"|"244492059"
10|"October"|"None"||"None"|||||||||||"23380728"|"244492064"
9|"September"|"None"||"None"|||||||||||"23380728"|"244492065"
12|"December"|"None"||"None"|||||||||||"23380728"|"244492056"
11|"November"|"None"||"None"|||||||||||"23380728"|"244492063"
1|"January"||||||||||||||"23380727"|"244492046"
2|"February"||||||||||||||"23380727"|"244492045"
3|"March"||||||||||||||"23380727"|"244492049"
4|"April"||||||||||||||"23380727"|"244492042"
5|"May"||||||||||||||"23380727"|"244492050"
6|"June"||||||||||||||"23380727"|"244492048"
7|"July"||||||||||||||"23380727"|"244492047"
8|"August"||||||||||||||"23380727"|"244492043"
9|"September"||||||||||||||"23380727"|"244492053"
10|"October"||||||||||||||"23380727"|"244492052"
11|"November"||||||||||||||"23380727"|"244492051"
12|"December"||||||||||||||"23380727"|"244492044"
1|"January"||||||||||||||"23380726"|"244492034"
2|"February"||||||||||||||"23380726"|"244492033"
3|"March"||||||||||||||"23380726"|"244492037"
4|"April"||||||||||||||"23380726"|"244492030"
5|"May"||||||||||||||"23380726"|"244492038"
6|"June"||||||||||||||"23380726"|"244492036"
7|"July"||||||||||||||"23380726"|"244492035"
8|"August"||||||||||||||"23380726"|"244492031"
9|"September"||||||||||||||"23380726"|"244492041"
10|"October"||||||||||||||"23380726"|"244492040"
11|"November"||||||||||||||"23380726"|"244492039"
12|"December"||||||||||||||"23380726"|"244492032"
1|"January"||||||||||||||"23380725"|"244492022"
2|"February"||||||||||||||"23380725"|"244492021"
3|"March"||||||||||||||"23380725"|"244492025"
4|"April"||||||||||||||"23380725"|"244492018"
5|"May"||||||||||||||"23380725"|"244492026"
6|"June"||||||||||||||"23380725"|"244492024"
7|"July"||||||||||||||"23380725"|"244492023"
8|"August"||||||||||||||"23380725"|"244492019"
9|"September"||||||||||||||"23380725"|"244492029"
10|"October"||||||||||||||"23380725"|"244492028"
11|"November"||||||||||||||"23380725"|"244492027"
12|"December"||||||||||||||"23380725"|"244492020"
1|"January"||||||||||||||"23380722"|"244491986"
2|"February"||||||||||||||"23380722"|"244491985"
3|"March"||||||||||||||"23380722"|"244491989"
4|"April"||||||||||||||"23380722"|"244491982"
5|"May"||||||||||||||"23380722"|"244491990"
6|"June"||||||||||||||"23380722"|"244491988"
7|"July"||||||||||||||"23380722"|"244491987"
8|"August"||||||||||||||"23380722"|"244491983"
9|"September"||||||||||||||"23380722"|"244491993"
10|"October"||||||||||||||"23380722"|"244491992"
11|"November"||||||||||||||"23380722"|"244491991"
12|"December"||||||||||||||"23380722"|"244491984"
4|"April"|"None"||"None"|||||||||||"23380721"|"244491978"
1|"January"|"None"||"None"|||||||||||"23380721"|"244491981"
2|"February"|"None"||"None"|||||||||||"23380721"|"244491975"
3|"March"|"None"||"None"|||||||||||"23380721"|"244491979"
6|"June"|"None"||"None"|||||||||||"23380721"|"244491977"
5|"May"|"None"||"None"|||||||||||"23380721"|"244491974"
7|"July"|"None"||"None"|||||||||||"23380721"|"244491972"
8|"August"|"None"||"None"|||||||||||"23380721"|"244491980"
10|"October"|"None"||"None"|||||||||||"23380721"|"244491971"
9|"September"|"None"||"None"|||||||||||"23380721"|"244491973"
12|"December"|"None"||"None"|||||||||||"23380721"|"244491970"
11|"November"|"None"||"None"|||||||||||"23380721"|"244491976"
4|"April"|"None"||"None"|||||||||||"23380708"|"244491820"
1|"January"|"None"||"None"|||||||||||"23380708"|"244491824"
2|"February"|"None"||"None"|||||||||||"23380708"|"244491822"
3|"March"|"None"||"None"|||||||||||"23380708"|"244491815"
6|"June"|"None"||"None"|||||||||||"23380708"|"244491821"
5|"May"|"None"||"None"|||||||||||"23380708"|"244491817"
8|"August"|"None"||"None"|||||||||||"23380708"|"244491825"
7|"July"|"None"||"None"|||||||||||"23380708"|"244491818"
10|"October"|"None"||"None"|||||||||||"23380708"|"244491814"
9|"September"|"None"||"None"|||||||||||"23380708"|"244491819"
12|"December"|"None"||"None"|||||||||||"23380708"|"244491816"
11|"November"|"None"||"None"|||||||||||"23380708"|"244491823"
4|"April"|"None"||"None"|||||||||||"23380707"|"244491811"
1|"January"|"None"||"None"|||||||||||"23380707"|"244491802"
2|"February"|"None"||"None"|||||||||||"23380707"|"244491813"
3|"March"|"None"||"None"|||||||||||"23380707"|"244491805"
6|"June"|"None"||"None"|||||||||||"23380707"|"244491810"
5|"May"|"None"||"None"|||||||||||"23380707"|"244491806"
8|"August"|"None"||"None"|||||||||||"23380707"|"244491803"
7|"July"|"None"||"None"|||||||||||"23380707"|"244491809"
10|"October"|"None"||"None"|||||||||||"23380707"|"244491804"
9|"September"|"None"||"None"|||||||||||"23380707"|"244491808"
12|"December"|"None"||"None"|||||||||||"23380707"|"244491807"
11|"November"|"None"||"None"|||||||||||"23380707"|"244491812"
1|"January"|"None"||"None"|||||||||||"23380682"|"244491502"
2|"February"|"None"||"None"|||||||||||"23380682"|"244491513"
3|"March"|"None"||"None"|||||||||||"23380682"|"244491505"
5|"May"|"None"||"None"|||||||||||"23380682"|"244491506"
4|"April"|"None"||"None"|||||||||||"23380682"|"244491511"
7|"July"|"None"||"None"|||||||||||"23380682"|"244491509"
6|"June"|"None"||"None"|||||||||||"23380682"|"244491510"
9|"September"|"None"||"None"|||||||||||"23380682"|"244491508"
8|"August"|"None"||"None"|||||||||||"23380682"|"244491503"
11|"November"|"None"||"None"|||||||||||"23380682"|"244491512"
10|"October"|"None"||"None"|||||||||||"23380682"|"244491504"
12|"December"|"None"||"None"|||||||||||"23380682"|"244491507"
1|"January"|"None"||"None"|||||||||||"23380681"|"244491500"
2|"February"|"None"||"None"|||||||||||"23380681"|"244491498"
3|"March"|"None"||"None"|||||||||||"23380681"|"244491491"
5|"May"|"None"||"None"|||||||||||"23380681"|"244491493"
4|"April"|"None"||"None"|||||||||||"23380681"|"244491496"
7|"July"|"None"||"None"|||||||||||"23380681"|"244491494"
6|"June"|"None"||"None"|||||||||||"23380681"|"244491497"
9|"September"|"None"||"None"|||||||||||"23380681"|"244491495"
8|"August"|"None"||"None"|||||||||||"23380681"|"244491501"
11|"November"|"None"||"None"|||||||||||"23380681"|"244491499"
10|"October"|"None"||"None"|||||||||||"23380681"|"244491490"
12|"December"|"None"||"None"|||||||||||"23380681"|"244491492"
1|"January"|"None"||"None"|||||||||||"23380678"|"244491458"
3|"March"|"None"||"None"|||||||||||"23380678"|"244491461"
2|"February"|"None"||"None"|||||||||||"23380678"|"244491457"
5|"May"|"None"||"None"|||||||||||"23380678"|"244491462"
4|"April"|"None"||"None"|||||||||||"23380678"|"244491454"
7|"July"|"None"||"None"|||||||||||"23380678"|"244491459"
6|"June"|"None"||"None"|||||||||||"23380678"|"244491460"
9|"September"|"None"||"None"|||||||||||"23380678"|"244491465"
8|"August"|"None"||"None"|||||||||||"23380678"|"244491455"
11|"November"|"None"||"None"|||||||||||"23380678"|"244491463"
10|"October"|"None"||"None"|||||||||||"23380678"|"244491464"
12|"December"|"None"||"None"|||||||||||"23380678"|"244491456"
1|"January"||||||||||||||"23380677"|"244491446"
2|"February"||||||||||||||"23380677"|"244491445"
3|"March"||||||||||||||"23380677"|"244491449"
4|"April"||||||||||||||"23380677"|"244491442"
5|"May"||||||||||||||"23380677"|"244491450"
6|"June"||||||||||||||"23380677"|"244491448"
7|"July"||||||||||||||"23380677"|"244491447"
9|"September"||||||||||||||"23380677"|"244491453"
8|"August"||||||||||||||"23380677"|"244491443"
11|"November"||||||||||||||"23380677"|"244491451"
10|"October"||||||||||||||"23380677"|"244491452"
12|"December"||||||||||||||"23380677"|"244491444"
4|"April"|"None"||"None"|||||||||||"23380699"|"244491706"
1|"January"|"None"||"None"|||||||||||"23380699"|"244491708"
2|"February"|"None"||"None"|||||||||||"23380699"|"244491712"
3|"March"|"None"||"None"|||||||||||"23380699"|"244491716"
6|"June"|"None"||"None"|||||||||||"23380699"|"244491715"
5|"May"|"None"||"None"|||||||||||"23380699"|"244491709"
8|"August"|"None"||"None"|||||||||||"23380699"|"244491707"
7|"July"|"None"||"None"|||||||||||"23380699"|"244491714"
10|"October"|"None"||"None"|||||||||||"23380699"|"244491710"
9|"September"|"None"||"None"|||||||||||"23380699"|"244491711"
12|"December"|"None"||"None"|||||||||||"23380699"|"244491713"
11|"November"|"None"||"None"|||||||||||"23380699"|"244491717"
4|"April"|"None"||"None"|||||||||||"23380698"|"244491697"
1|"January"|"None"||"None"|||||||||||"23380698"|"244491694"
2|"February"|"None"||"None"|||||||||||"23380698"|"244491695"
3|"March"|"None"||"None"|||||||||||"23380698"|"244491696"
6|"June"|"None"||"None"|||||||||||"23380698"|"244491699"
5|"May"|"None"||"None"|||||||||||"23380698"|"244491698"
8|"August"|"None"||"None"|||||||||||"23380698"|"244491701"
7|"July"|"None"||"None"|||||||||||"23380698"|"244491700"
10|"October"|"None"||"None"|||||||||||"23380698"|"244491703"
9|"September"|"None"||"None"|||||||||||"23380698"|"244491702"
12|"December"|"None"||"None"|||||||||||"23380698"|"244491705"
11|"November"|"None"||"None"|||||||||||"23380698"|"244491704"
4|"April"|"None"||"None"|||||||||||"23380697"|"244491682"
1|"January"|"None"||"None"|||||||||||"23380697"|"244491686"
2|"February"|"None"||"None"|||||||||||"23380697"|"244491685"
3|"March"|"None"||"None"|||||||||||"23380697"|"244491689"
6|"June"|"None"||"None"|||||||||||"23380697"|"244491688"
5|"May"|"None"||"None"|||||||||||"23380697"|"244491690"
8|"August"|"None"||"None"|||||||||||"23380697"|"244491683"
7|"July"|"None"||"None"|||||||||||"23380697"|"244491687"
10|"October"|"None"||"None"|||||||||||"23380697"|"244491692"
9|"September"|"None"||"None"|||||||||||"23380697"|"244491693"
12|"December"|"None"||"None"|||||||||||"23380697"|"244491684"
11|"November"|"None"||"None"|||||||||||"23380697"|"244491691"
1|"January"|"None"||"None"|||||||||||"23380705"|"244491782"
2|"February"|"None"||"None"|||||||||||"23380705"|"244491781"
3|"March"|"None"||"None"|||||||||||"23380705"|"244491785"
4|"April"|"None"||"None"|||||||||||"23380705"|"244491778"
5|"May"|"None"||"None"|||||||||||"23380705"|"244491786"
6|"June"|"None"||"None"|||||||||||"23380705"|"244491784"
7|"July"|"None"||"None"|||||||||||"23380705"|"244491783"
8|"August"|"None"||"None"|||||||||||"23380705"|"244491779"
10|"October"|"None"||"None"|||||||||||"23380705"|"244491788"
9|"September"|"None"||"None"|||||||||||"23380705"|"244491789"
11|"November"|"None"||"None"|||||||||||"23380705"|"244491787"
12|"December"|"None"||"None"|||||||||||"23380705"|"244491780"
1|"January"|"Rare"||"None"|||||||||||"23380718"|"244491937"
2|"February"|"Rare"||"None"|||||||||||"23380718"|"244491936"
3|"March"|"Rare"||"None"|||||||||||"23380718"|"244491938"
4|"April"|"Rare"||"None"|||||||||||"23380718"|"244491934"
12|"December"|"Rare"||"None"|||||||||||"23380718"|"244491935"
11|"November"|||"None"|||||||||||"23380718"|"244491945"
10|"October"|||"None"|||||||||||"23380718"|"244491944"
9|"September"|||"None"|||||||||||"23380718"|"244491943"
8|"August"|||"None"|||||||||||"23380718"|"244491942"
7|"July"|||"None"|||||||||||"23380718"|"244491941"
6|"June"|||"None"|||||||||||"23380718"|"244491940"
5|"May"|||"None"|||||||||||"23380718"|"244491939"
1|"January"|"Rare"||"None"|||||||||||"23380717"|"244491929"
2|"February"|"Rare"||"None"|||||||||||"23380717"|"244491922"
3|"March"|"Rare"||"None"|||||||||||"23380717"|"244491931"
4|"April"|"Rare"||"None"|||||||||||"23380717"|"244491927"
12|"December"|"Rare"||"None"|||||||||||"23380717"|"244491926"
11|"November"|||"None"|||||||||||"23380717"|"244491928"
10|"October"|||"None"|||||||||||"23380717"|"244491923"
9|"September"|||"None"|||||||||||"23380717"|"244491930"
8|"August"|||"None"|||||||||||"23380717"|"244491933"
7|"July"|||"None"|||||||||||"23380717"|"244491932"
6|"June"|||"None"|||||||||||"23380717"|"244491924"
5|"May"|||"None"|||||||||||"23380717"|"244491925"
4|"April"|"None"||"None"|||||||||||"23380716"|"244491913"
1|"January"|"None"||"None"|||||||||||"23380716"|"244491910"
2|"February"|"None"||"None"|||||||||||"23380716"|"244491911"
3|"March"|"None"||"None"|||||||||||"23380716"|"244491912"
6|"June"|"None"||"None"|||||||||||"23380716"|"244491915"
5|"May"|"None"||"None"|||||||||||"23380716"|"244491914"
8|"August"|"None"||"None"|||||||||||"23380716"|"244491917"
7|"July"|"None"||"None"|||||||||||"23380716"|"244491916"
10|"October"|"None"||"None"|||||||||||"23380716"|"244491919"
9|"September"|"None"||"None"|||||||||||"23380716"|"244491918"
12|"December"|"None"||"None"|||||||||||"23380716"|"244491921"
11|"November"|"None"||"None"|||||||||||"23380716"|"244491920"
1|"January"|"Rare"||"None"|||||||||||"23380715"|"244491901"
2|"February"|"Rare"||"None"|||||||||||"23380715"|"244491899"
3|"March"|"Rare"||"None"|||||||||||"23380715"|"244491902"
4|"April"|"Rare"||"None"|||||||||||"23380715"|"244491900"
12|"December"|"Rare"||"None"|||||||||||"23380715"|"244491898"
11|"November"|||"None"|||||||||||"23380715"|"244491909"
10|"October"|||"None"|||||||||||"23380715"|"244491908"
9|"September"|||"None"|||||||||||"23380715"|"244491907"
8|"August"|||"None"|||||||||||"23380715"|"244491906"
7|"July"|||"None"|||||||||||"23380715"|"244491905"
6|"June"|||"None"|||||||||||"23380715"|"244491904"
5|"May"|||"None"|||||||||||"23380715"|"244491903"
4|"April"|"None"||"None"|||||||||||"23380714"|"244491889"
1|"January"|"None"||"None"|||||||||||"23380714"|"244491886"
2|"February"|"None"||"None"|||||||||||"23380714"|"244491887"
3|"March"|"None"||"None"|||||||||||"23380714"|"244491888"
6|"June"|"None"||"None"|||||||||||"23380714"|"244491891"
5|"May"|"None"||"None"|||||||||||"23380714"|"244491890"
8|"August"|"None"||"None"|||||||||||"23380714"|"244491893"
7|"July"|"None"||"None"|||||||||||"23380714"|"244491892"
10|"October"|"None"||"None"|||||||||||"23380714"|"244491895"
9|"September"|"None"||"None"|||||||||||"23380714"|"244491894"
12|"December"|"None"||"None"|||||||||||"23380714"|"244491897"
11|"November"|"None"||"None"|||||||||||"23380714"|"244491896"
1|"January"|"Rare"||"None"|||||||||||"23380713"|"244491877"
2|"February"|"Rare"||"None"|||||||||||"23380713"|"244491875"
3|"March"|"Rare"||"None"|||||||||||"23380713"|"244491878"
4|"April"|"Rare"||"None"|||||||||||"23380713"|"244491876"
12|"December"|"Rare"||"None"|||||||||||"23380713"|"244491874"
11|"November"|||"None"|||||||||||"23380713"|"244491885"
10|"October"|||"None"|||||||||||"23380713"|"244491884"
9|"September"|||"None"|||||||||||"23380713"|"244491883"
8|"August"|||"None"|||||||||||"23380713"|"244491882"
7|"July"|||"None"|||||||||||"23380713"|"244491881"
6|"June"|||"None"|||||||||||"23380713"|"244491880"
5|"May"|||"None"|||||||||||"23380713"|"244491879"
1|"January"||||||||||||||"23380724"|"244492010"
2|"February"||||||||||||||"23380724"|"244492009"
3|"March"||||||||||||||"23380724"|"244492013"
4|"April"||||||||||||||"23380724"|"244492006"
5|"May"||||||||||||||"23380724"|"244492014"
6|"June"||||||||||||||"23380724"|"244492012"
7|"July"||||||||||||||"23380724"|"244492011"
8|"August"||||||||||||||"23380724"|"244492007"
9|"September"||||||||||||||"23380724"|"244492017"
10|"October"||||||||||||||"23380724"|"244492016"
11|"November"||||||||||||||"23380724"|"244492015"
12|"December"||||||||||||||"23380724"|"244492008"
2|"February"|"None"||"None"|||||||||||"23380723"|"244491997"
1|"January"|"None"||"None"|||||||||||"23380723"|"244491998"
4|"April"|"None"||"None"|||||||||||"23380723"|"244491994"
3|"March"|"None"||"None"|||||||||||"23380723"|"244492001"
6|"June"|"None"||"None"|||||||||||"23380723"|"244492000"
5|"May"|"None"||"None"|||||||||||"23380723"|"244492002"
8|"August"|"None"||"None"|||||||||||"23380723"|"244491995"
7|"July"|"None"||"None"|||||||||||"23380723"|"244491999"
10|"October"|"None"||"None"|||||||||||"23380723"|"244492004"
9|"September"|"None"||"None"|||||||||||"23380723"|"244492005"
12|"December"|"None"||"None"|||||||||||"23380723"|"244491996"
11|"November"|"None"||"None"|||||||||||"23380723"|"244492003"
1|"January"||||||||||||||"23380712"|"244491872"
2|"February"||||||||||||||"23380712"|"244491871"
3|"March"||||||||||||||"23380712"|"244491863"
4|"April"||||||||||||||"23380712"|"244491868"
5|"May"||||||||||||||"23380712"|"244491864"
6|"June"||||||||||||||"23380712"|"244491862"
7|"July"||||||||||||||"23380712"|"244491873"
8|"August"||||||||||||||"23380712"|"244491869"
9|"September"||||||||||||||"23380712"|"244491867"
10|"October"||||||||||||||"23380712"|"244491866"
11|"November"||||||||||||||"23380712"|"244491865"
12|"December"||||||||||||||"23380712"|"244491870"
1|"January"||||||||||||||"23380711"|"244491860"
2|"February"||||||||||||||"23380711"|"244491859"
3|"March"||||||||||||||"23380711"|"244491851"
4|"April"||||||||||||||"23380711"|"244491856"
5|"May"||||||||||||||"23380711"|"244491852"
6|"June"||||||||||||||"23380711"|"244491850"
7|"July"||||||||||||||"23380711"|"244491861"
8|"August"||||||||||||||"23380711"|"244491857"
9|"September"||||||||||||||"23380711"|"244491855"
10|"October"||||||||||||||"23380711"|"244491854"
11|"November"||||||||||||||"23380711"|"244491853"
12|"December"||||||||||||||"23380711"|"244491858"
1|"January"||||||||||||||"23380710"|"244491842"
2|"February"||||||||||||||"23380710"|"244491841"
3|"March"||||||||||||||"23380710"|"244491845"
4|"April"||||||||||||||"23380710"|"244491838"
5|"May"||||||||||||||"23380710"|"244491846"
6|"June"||||||||||||||"23380710"|"244491844"
7|"July"||||||||||||||"23380710"|"244491843"
8|"August"||||||||||||||"23380710"|"244491839"
9|"September"||||||||||||||"23380710"|"244491849"
10|"October"||||||||||||||"23380710"|"244491848"
11|"November"||||||||||||||"23380710"|"244491847"
12|"December"||||||||||||||"23380710"|"244491840"
4|"April"|"None"||"None"|||||||||||"23380709"|"244491826"
1|"January"|"None"||"None"|||||||||||"23380709"|"244491830"
2|"February"|"None"||"None"|||||||||||"23380709"|"244491829"
3|"March"|"None"||"None"|||||||||||"23380709"|"244491833"
6|"June"|"None"||"None"|||||||||||"23380709"|"244491832"
5|"May"|"None"||"None"|||||||||||"23380709"|"244491834"
8|"August"|"None"||"None"|||||||||||"23380709"|"244491827"
7|"July"|"None"||"None"|||||||||||"23380709"|"244491831"
10|"October"|"None"||"None"|||||||||||"23380709"|"244491836"
9|"September"|"None"||"None"|||||||||||"23380709"|"244491837"
12|"December"|"None"||"None"|||||||||||"23380709"|"244491828"
11|"November"|"None"||"None"|||||||||||"23380709"|"244491835"
1|"January"||||||||||||||"23380689"|"244491596"
2|"February"||||||||||||||"23380689"|"244491595"
3|"March"||||||||||||||"23380689"|"244491587"
4|"April"||||||||||||||"23380689"|"244491592"
5|"May"||||||||||||||"23380689"|"244491588"
6|"June"||||||||||||||"23380689"|"244491586"
7|"July"||||||||||||||"23380689"|"244491597"
8|"August"||||||||||||||"23380689"|"244491593"
9|"September"||||||||||||||"23380689"|"244491591"
10|"October"||||||||||||||"23380689"|"244491590"
11|"November"||||||||||||||"23380689"|"244491589"
12|"December"||||||||||||||"23380689"|"244491594"
3|"March"||||||||||||||"23380688"|"244491575"
1|"January"||||||||||||||"23380688"|"244491584"
2|"February"||||||||||||||"23380688"|"244491583"
4|"April"||||||||||||||"23380688"|"244491580"
5|"May"||||||||||||||"23380688"|"244491576"
6|"June"||||||||||||||"23380688"|"244491574"
7|"July"||||||||||||||"23380688"|"244491585"
8|"August"||||||||||||||"23380688"|"244491581"
9|"September"||||||||||||||"23380688"|"244491579"
10|"October"||||||||||||||"23380688"|"244491578"
11|"November"||||||||||||||"23380688"|"244491577"
12|"December"||||||||||||||"23380688"|"244491582"
3|"March"||||||||||||||"23380687"|"244491569"
