11/03/2014 00:00:00|"Nontechnical description"|"PHG"|"Pasture"|"Amy silt loam, 0 to 1% slopes is faired to be well suitable for pasture usage."|"565058"|"2588007"
|"Miscellaneous notes"|"NONTECH - AGR"|"015"|"This soil is well suited to cultivated crops, and pasture and hayland. Erosion is a moderate hazard if row crops are grown. Practices such as conservation tillage, cover crops and contour farming help reduce runoff and control erosion. Suitable crops include soybeans, grain sorghum, winter small grains and truck crops. Adapted pasture plants include bermudagrass, tall fescue, and bahiagrass."|"565059"|"2588062"
|"Miscellaneous notes"|"NONTECH - WOO"|"017"|"These soils have moderately high potential for production of commercial wood products. Common trees include loblolly pine, shortleaf pine, southern red oak, and white oak. Loblolly pine has potential to produce 107 to 120 cubic feet per acre annually on these soils. Windthrow is a moderate hazard on these soils due to a compact, brittle fragipan which reduces rooting depth. An occasional tree may blow down with moderate or strong winds. Plant competition is also moderate on these soils."|"565059"|"2588063"
11/26/2021 00:00:00|"Miscellaneous notes"|"evaluation notes"|"attribute"|"MLRA 133B-Grenada silt loam, 3 to 8 percent slopes-Field Project
This is a future MLRA project that was identified and documented during the processing of the Evaluation project name: MLRA 133B- Grenada silt loam, 3 to 8 percent slopes
This project was developed to address those correlated map units of Grenada silt loam, 3 to 8 percent slopes within 9-RUS area of responsibility.
Amy
Classification: fine-silty, mixed, active, thermic Oxyaquic Fraglossudalfs
Type Location: Grenada County, MS
Established: 1915, Grenada County, MS.
Acres:  54257
Geology: coastal plain sediments 
Slope: 3 to 8 percent
Surface texture: silt loam
The Grenada series consists of very deep, moderately well drained soils that formed in thick loess. These soils are shallow or moderately deep to a fragipan that perches water during wet seasons in late winter and early in spring. This map unit is supported by 3 pedon descriptions. The 3 pedon descriptions in NASIS are the representative pedons (TUDs) for the correlated map units in their respective counties/parishes. The number of pedons in NASIS are not sufficient for the number of correlated acres; therefore, a future field project is needed to collect additional data and transects. 
Lab Data: none 
Local: none
Ecological Site ID: F131DY004AR
Field Projects Needed:
	Collect field data-Pedon & Transect descriptions throughout map unit distribution, for documentation, so that range of characteristics are adequate.
	Collect lab sample for analysis
	Collect pedon descriptions for minor component percentages and naming
	Evaluate and update productivity ratings to align with modern day practices
	Evaluate spatial data, and realign polygons to fit where they are supposed to be in the world
	Work with ESD Specialist to develop sites for map unit and update ESD. 
"|"565060"|"2588013"
12/07/2021 00:00:00|"Map unit description"|"map unit concept"||"National map unit symbol: 30dk9
Map unit name: Grenada silt loam, 3 to 8 percent slopes MLRA 133B

Map Unit Setting

Major land resource area: Not specified
Landscape: Fluviomarine terraces
Elevation: 95 to 235 feet (30 to 73 meters)
Mean annual precipitation: 46 to 63 inches (1176 to 1593 millimeters)
Mean annual air temperature: 51 to 74 degrees F (10 to 23 degrees C)
Frost-free period: 199 to 270 days
Interpretive focus: Woodland
Order of mapping: 2
Prime Farmland Class: not rated

Composition estimates

Major components:
Grenada and similar soils: 90 percent
Minor components: 10 percent

Estimates are based on field observations, soil descriptions, and or transects of the mapunit

Major Component Descriptions

Description of Grenada soils

Grenada soils
Percent of map unit: 90 percent
Soil Taxonomic Classification: Fine-silty, mixed, active, thermic Oxyaquic Fraglossudalfs
Soil moisture subclass: Aquic
Soil moisture class: udic
Parent material and geology: loess
Landforms: Coastal plain terraces
Geomorphic positions, three-dimensional: Riser
Down-slope shape: Convex
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range: All aspects

Typical Profile

Ap -- 0 to 4 inches; strongly acid silt loam
Bw -- 4 to 22 inches; strongly acid silt loam
E -- 22 to 26 inches; strongly acid silt loam
Btx/E -- 26 to 37 inches; strongly acid silt loam
Btx -- 37 to 72 inches; slightly acid silt loam

Properties and Qualities

Slope: 3 to 8 percent
Percent of area covered by surface fragments: Unspecified
Depth range to first water and root restrictive layer: Fragipan: 24 to 30 inches
Slowest soil permeability to 60 inches, above first water and root restrictive layer: Moderate (0.6 to 2.0 in/hr)
Slowest permeability from first water and root restrictive layer to 60 inches: Moderate (0.6 to 2.0 in/hr)
Depth to seasonal high water table, minimum: About 12 to 24 inches, perched (see Water Features report)
Representative total available water capacity to 60 inches: Low (About 5.7 inches)
Natural drainage class: Moderately well drained
Runoff class: Very high
Flooding frequency: None
Ponding frequency: None
Shrink-swell potential, weighted average of representative value linear extensibility percentage (LEP) in 10 to 60 inches: Low. (1.5 LEP)
Salinity class and maximum representative value within 40 inches: Very slightly saline (2.0 mmhos/cm)
Salinity class and maximum high value within 40 inches: Very slightly saline (2.0 mmhos/cm)
Sodicity class and sodium adsorption ratio(SAR) maximum representative value within 40 inches: Non sodic (0 SAR)
Sodicity class and sodium adsorption ratio(SAR) maximum high value within 40 inches: Non sodic (0 SAR)
Calcium Carbonate Equivalent, maximum representative value within 40 inches: 0 percent
Gypsum, maximum representative value in the soil profile: 0 percent

Interpretive Groups

Land capability subclass, nonirrigated: 3e
Land capability subclass, irrigated: 3w
Ecological site name: Loess Terrace 
Ecological site number: F131DY004AR 
Typical vegetation: beaked panicum, unknown national vernacular name, slender woodoats, little bluestem, little bluestem, switchcane

Minor Component Descriptions

Calloway soils
Percent of map unit: 7 percent
Soil Taxonomic Classification: Not specified
Soil moisture subclass: Not specified
Soil moisture class: Not specified
Parent material and geology: silty loess
Landforms: Stream terraces
Geomorphic positions, three-dimensional:  Riser
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 1 to 3 percent

Arkabutla, frequently flooded soils
Percent of map unit: 3 percent
Soil Taxonomic Classification: Not specified
Soil moisture subclass: Not specified
Soil moisture class: Not specified
Parent material and geology: silty alluvium
Landforms: Flood plains
Geomorphic positions, three-dimensional:  Talf
Down-slope shape: Concave
Across-slope shape: Linear
Aspect, representative: Southeast
Aspect, range:  All aspects
Slope: 0 to 1 percent

Use and Managment: forested with some pasture.
"|"565060"|"2588018"
|"Miscellaneous notes"|"NONTECH - WOO"|"017"|"These soils have moderately high potential for production of commercial wood products. Common trees include loblolly pine, shortleaf pine, southern red oak, and white oak. Loblolly pine has potential to produce 107 to 120 cubic feet per acre annually on these soils. Windthrow is a moderate hazard on these soils due to a compact, brittle fragipan which reduces rooting depth. An occasional tree may blow down with moderate or strong winds. Plant competition is also moderate on these soils."|"565060"|"2588064"
|"Miscellaneous notes"|"NONTECH - AGR"|"002"|"These soils are moderately suited for cultivated crops, and well suited for pasture and hayland. Runoff is medium to rapid and erosion is a severe hazard if cultivated crops are grown. Practices which help reduce runoff and control erosion are recommended. Adapted pasture plants include common bermudagrass, improved bermudagrass, and tall fescue. There are no significant limitations for pasture."|"565060"|"2588065"
|"Nontechnical description"|"AGR"|"003"|"These soils are poorly suited for cultivated crops, and moderately suited for pasture and hay. Runoff is rapid and erosion is a very severe hazard if cultivated crops are grown. Conservation practices need to be intensified as slope length and gradient increase. Adapted pasture plants include common bermudagrass, improved bermudagrass, and tall fescue. Good management practices include controlled grazing, proper stocking, and weed and brush control."|"565061"|"2587974"
|"Nontechnical description"|"WOO"|"074"|"These soils have moderately high potential for production of commercial wood products. Common trees include loblolly pine, shortleaf pine, cherrybark oak, sweetgum and southern red oak. Loblolly pine has potential to produce 107 to 120 cubic feet per acre annually on these soils. Erosion is a moderate hazard. Windthrow is also a moderate hazard on these soils due to a compact, brittle fragipan which reduces rooting depth. (Woodland Ordination Symbol - 8R8)"|"565061"|"2587975"
|"Miscellaneous notes"|"NONTECH - WOO"|"074"|"These soils have moderately high potential for production of commercial wood products. Common trees include loblolly pine, shortleaf pine, cherrybark oak, sweetgum and southern red oak. Loblolly pine has potential to produce 107 to 120 cubic feet per acre annually on these soils. Erosion is a moderate hazard. Windthrow is also a moderate hazard on these soils due to a compact, brittle fragipan which reduces rooting depth. (Woodland Ordination Symbol - 8R8)"|"565061"|"2588066"
|"Miscellaneous notes"|"NONTECH - AGR"|"003"|"These soils are poorly suited for cultivated crops, and moderately suited for pasture and hay. Runoff is rapid and erosion is a very severe hazard if cultivated crops are grown. Conservation practices need to be intensified as slope length and gradient increase. Adapted pasture plants include common bermudagrass, improved bermudagrass, and tall fescue. Good management practices include controlled grazing, proper stocking, and weed and brush control."|"565061"|"2588067"
|"Nontechnical description"|"AGR"|"014"|"This soil is moderately suited to cultivated crops, and pasture and hayland. Wetness commonly delays farming operations several days after a rain and surface drains are needed. Wetness may also limit grazing during the winter and early spring on areas which are in pasture. Suitable crops include soybeans and grain sorghum. Winter small grains may also be grown on areas with adequate surface drainage. Adapted pasure plants include bermudagrass and tall fescue."|"565062"|"2587976"
|"Nontechnical description"|"WOO"|"004"|"These soils have moderately high potential for production of commercial wood products. Common trees grown on these soils include loblolly pine, shortleaf pine, cherrybark oak, sweetgum and water oak. Loblolly pine has potential to produce 123 to 133 cubic feet per acre annually on these soils. Equipment use may be restricted for 1 to 3 months due to wetness. Seedling mortality may be 25 to 50 percent due to wetness on these soils. (Woodland Ordination Symbol - 9W)"|"565062"|"2587977"
|"Miscellaneous notes"|"NONTECH - WOO"|"004"|"These soils have moderately high potential for production of commercial wood products. Common trees grown on these soils include loblolly pine, shortleaf pine, cherrybark oak, sweetgum and water oak. Loblolly pine has potential to produce 123 to 133 cubic feet per acre annually on these soils. Equipment use may be restricted for 1 to 3 months due to wetness. Seedling mortality may be 25 to 50 percent due to wetness on these soils. (Woodland Ordination Symbol - 9W)"|"565062"|"2588068"
|"Miscellaneous notes"|"NONTECH - AGR"|"014"|"This soil is moderately suited to cultivated crops, and pasture and hayland. Wetness commonly delays farming operations several days after a rain and surface drains are needed. Wetness may also limit grazing during the winter and early spring on areas which are in pasture. Suitable crops include soybeans and grain sorghum. Winter small grains may also be grown on areas with adequate surface drainage. Adapted pasure plants include bermudagrass and tall fescue."|"565062"|"2588069"
|"Nontechnical description"|"AGR"|"018"|"This soil is poorly suited to cultivated crops because of frequent flooding. Crops that require a short growing season, such as soybeans, can be grown but flooding is likely to damage the crop in some years. Field drains may be needed to prevent ponding of water during the growing season. This soil is moderately suited to pasture and hayland. Adapted pasture plants include bermudagrass and tall fescue. Seasonal wetness and flooding are the main limitations for these uses."|"565063"|"2587978"
|"Nontechnical description"|"WOO"|"006"|"These soils have moderate potential for production of commercial wood products. Common trees include water oak, willow oak, sweetgum and green ash. Water oak has potential to produce 85 to 94 cubic feet per acre annually on these soils. Equipment use may be restricted for 1 to 3 months due to wetness and flooding. Seedling mortality may be 50 percent or more due to wetness and flooding, and special site preparation may be needed. (Woodland Ordination Symbol - 6W)"|"565063"|"2587979"
|"Miscellaneous notes"|"NONTECH - WOO"|"006"|"These soils have moderate potential for production of commercial wood products. Common trees include water oak, willow oak, sweetgum and green ash. Water oak has potential to produce 85 to 94 cubic feet per acre annually on these soils. Equipment use may be restricted for 1 to 3 months due to wetness and flooding. Seedling mortality may be 50 percent or more due to wetness and flooding, and special site preparation may be needed. (Woodland Ordination Symbol - 6W)"|"565063"|"2588070"
|"Miscellaneous notes"|"NONTECH - AGR"|"018"|"This soil is poorly suited to cultivated crops because of frequent flooding. Crops that require a short growing season, such as soybeans, can be grown but flooding is likely to damage the crop in some years. Field drains may be needed to prevent ponding of water during the growing season. This soil is moderately suited to pasture and hayland. Adapted pasture plants include bermudagrass and tall fescue. Seasonal wetness and flooding are the main limitations for these uses."|"565063"|"2588071"
03/22/2015 00:00:00|"Nontechnical description"|"PHG"||"Hebert silt loam, 0 to 1 % slopes is moderately suited for pastureland."|"565064"|"2587980"
