12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|||||||||||"23394275"|"244622879"
11|"November"|||"None"|||||||||||"23394275"|"244622889"
10|"October"|||"None"|||||||||||"23394275"|"244622888"
9|"September"|||"None"|||||||||||"23394275"|"244622887"
8|"August"|||"None"|||||||||||"23394275"|"244622886"
1|"January"||||||||||||||"23394276"|"244622894"
2|"February"||||||||||||||"23394276"|"244622893"
3|"March"||||||||||||||"23394276"|"244622897"
4|"April"||||||||||||||"23394276"|"244622890"
5|"May"||||||||||||||"23394276"|"244622898"
6|"June"||||||||||||||"23394276"|"244622896"
7|"July"||||||||||||||"23394276"|"244622895"
8|"August"||||||||||||||"23394276"|"244622891"
9|"September"||||||||||||||"23394276"|"244622901"
10|"October"||||||||||||||"23394276"|"244622900"
11|"November"||||||||||||||"23394276"|"244622899"
12|"December"||||||||||||||"23394276"|"244622892"
2|"February"|"None"||"None"|||||||||||"23394283"|"244622953"
1|"January"|"None"||"None"|||||||||||"23394283"|"244622954"
11|"November"|"None"||"None"|||||||||||"23394283"|"244622959"
10|"October"|"None"||"None"|||||||||||"23394283"|"244622960"
9|"September"|"None"||"None"|||||||||||"23394283"|"244622961"
8|"August"|"None"||"None"|||||||||||"23394283"|"244622951"
7|"July"|"None"||"None"|||||||||||"23394283"|"244622955"
6|"June"|"None"||"None"|||||||||||"23394283"|"244622956"
5|"May"|"None"||"None"|||||||||||"23394283"|"244622958"
4|"April"|"None"||"None"|||||||||||"23394283"|"244622950"
3|"March"|"None"||"None"|||||||||||"23394283"|"244622957"
12|"December"|"None"||"None"|||||||||||"23394283"|"244622952"
2|"February"|"None"||"None"|||||||||||"23394282"|"244622943"
1|"January"|"None"||"None"|||||||||||"23394282"|"244622949"
8|"August"|"None"||"None"|||||||||||"23394282"|"244622938"
7|"July"|"None"||"None"|||||||||||"23394282"|"244622940"
6|"June"|"None"||"None"|||||||||||"23394282"|"244622946"
5|"May"|"None"||"None"|||||||||||"23394282"|"244622945"
4|"April"|"None"||"None"|||||||||||"23394282"|"244622939"
3|"March"|"None"||"None"|||||||||||"23394282"|"244622947"
12|"December"|"None"||"None"|||||||||||"23394282"|"244622948"
11|"November"|"None"||"None"|||||||||||"23394282"|"244622941"
10|"October"|"None"||"None"|||||||||||"23394282"|"244622944"
9|"September"|"None"||"None"|||||||||||"23394282"|"244622942"
2|"February"|"None"||"None"|||||||||||"23394280"|"244622929"
1|"January"|"None"||"None"|||||||||||"23394280"|"244622930"
8|"August"|"None"||"None"|||||||||||"23394280"|"244622927"
7|"July"|"None"||"None"|||||||||||"23394280"|"244622931"
6|"June"|"None"||"None"|||||||||||"23394280"|"244622932"
5|"May"|"None"||"None"|||||||||||"23394280"|"244622934"
4|"April"|"None"||"None"|||||||||||"23394280"|"244622926"
3|"March"|"None"||"None"|||||||||||"23394280"|"244622933"
12|"December"|"None"||"None"|||||||||||"23394280"|"244622928"
11|"November"|"None"||"None"|||||||||||"23394280"|"244622935"
10|"October"|"None"||"None"|||||||||||"23394280"|"244622936"
9|"September"|"None"||"None"|||||||||||"23394280"|"244622937"
2|"February"|"None"||"None"|||||||||||"23394278"|"244622919"
1|"January"|"None"||"None"|||||||||||"23394278"|"244622920"
8|"August"|"None"||"None"|||||||||||"23394278"|"244622923"
7|"July"|"None"||"None"|||||||||||"23394278"|"244622914"
6|"June"|"None"||"None"|||||||||||"23394278"|"244622917"
5|"May"|"None"||"None"|||||||||||"23394278"|"244622925"
4|"April"|"None"||"None"|||||||||||"23394278"|"244622921"
3|"March"|"None"||"None"|||||||||||"23394278"|"244622916"
12|"December"|"None"||"None"|||||||||||"23394278"|"244622918"
11|"November"|"None"||"None"|||||||||||"23394278"|"244622915"
10|"October"|"None"||"None"|||||||||||"23394278"|"244622924"
9|"September"|"None"||"None"|||||||||||"23394278"|"244622922"
2|"February"|"None"||"None"|||||||||||"23394277"|"244622907"
1|"January"|"None"||"None"|||||||||||"23394277"|"244622913"
10|"October"|"None"||"None"|||||||||||"23394277"|"244622912"
8|"August"|"None"||"None"|||||||||||"23394277"|"244622910"
7|"July"|"None"||"None"|||||||||||"23394277"|"244622902"
5|"May"|"None"||"None"|||||||||||"23394277"|"244622906"
6|"June"|"None"||"None"|||||||||||"23394277"|"244622909"
4|"April"|"None"||"None"|||||||||||"23394277"|"244622904"
3|"March"|"None"||"None"|||||||||||"23394277"|"244622911"
12|"December"|"None"||"None"|||||||||||"23394277"|"244622903"
11|"November"|"None"||"None"|||||||||||"23394277"|"244622908"
9|"September"|"None"||"None"|||||||||||"23394277"|"244622905"
1|"January"||||||||||||||"23394269"|"244622810"
2|"February"||||||||||||||"23394269"|"244622809"
3|"March"||||||||||||||"23394269"|"244622813"
4|"April"||||||||||||||"23394269"|"244622806"
5|"May"||||||||||||||"23394269"|"244622814"
6|"June"||||||||||||||"23394269"|"244622812"
7|"July"||||||||||||||"23394269"|"244622811"
8|"August"||||||||||||||"23394269"|"244622807"
9|"September"||||||||||||||"23394269"|"244622817"
10|"October"||||||||||||||"23394269"|"244622816"
11|"November"||||||||||||||"23394269"|"244622815"
12|"December"||||||||||||||"23394269"|"244622808"
1|"January"||||||||||||||"23394268"|"244622798"
2|"February"||||||||||||||"23394268"|"244622797"
3|"March"||||||||||||||"23394268"|"244622801"
4|"April"||||||||||||||"23394268"|"244622794"
5|"May"||||||||||||||"23394268"|"244622802"
6|"June"||||||||||||||"23394268"|"244622800"
7|"July"||||||||||||||"23394268"|"244622799"
8|"August"||||||||||||||"23394268"|"244622795"
9|"September"||||||||||||||"23394268"|"244622805"
10|"October"||||||||||||||"23394268"|"244622804"
11|"November"||||||||||||||"23394268"|"244622803"
12|"December"||||||||||||||"23394268"|"244622796"
1|"January"||||||||||||||"23394267"|"244622786"
2|"February"||||||||||||||"23394267"|"244622785"
3|"March"||||||||||||||"23394267"|"244622789"
4|"April"||||||||||||||"23394267"|"244622782"
5|"May"||||||||||||||"23394267"|"244622790"
6|"June"||||||||||||||"23394267"|"244622788"
7|"July"||||||||||||||"23394267"|"244622787"
8|"August"||||||||||||||"23394267"|"244622783"
9|"September"||||||||||||||"23394267"|"244622793"
10|"October"||||||||||||||"23394267"|"244622792"
11|"November"||||||||||||||"23394267"|"244622791"
12|"December"||||||||||||||"23394267"|"244622784"
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394266"|"244622781"
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394266"|"244622770"
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394266"|"244622773"
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394266"|"244622771"
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|||||||||||"23394266"|"244622772"
11|"November"|||"None"|||||||||||"23394266"|"244622780"
10|"October"|||"None"|||||||||||"23394266"|"244622779"
9|"September"|||"None"|||||||||||"23394266"|"244622778"
8|"August"|||"None"|||||||||||"23394266"|"244622777"
7|"July"|||"None"|||||||||||"23394266"|"244622776"
6|"June"|||"None"|||||||||||"23394266"|"244622775"
5|"May"|||"None"|||||||||||"23394266"|"244622774"
1|"January"||||||||||||||"23394265"|"244622762"
2|"February"||||||||||||||"23394265"|"244622761"
3|"March"||||||||||||||"23394265"|"244622765"
4|"April"||||||||||||||"23394265"|"244622758"
5|"May"||||||||||||||"23394265"|"244622766"
6|"June"||||||||||||||"23394265"|"244622764"
7|"July"||||||||||||||"23394265"|"244622763"
8|"August"||||||||||||||"23394265"|"244622759"
9|"September"||||||||||||||"23394265"|"244622769"
10|"October"||||||||||||||"23394265"|"244622768"
11|"November"||||||||||||||"23394265"|"244622767"
12|"December"||||||||||||||"23394265"|"244622760"
1|"January"||||||||||||||"23394264"|"244622750"
2|"February"||||||||||||||"23394264"|"244622749"
3|"March"||||||||||||||"23394264"|"244622753"
4|"April"||||||||||||||"23394264"|"244622746"
5|"May"||||||||||||||"23394264"|"244622754"
6|"June"||||||||||||||"23394264"|"244622752"
7|"July"||||||||||||||"23394264"|"244622751"
8|"August"||||||||||||||"23394264"|"244622747"
9|"September"||||||||||||||"23394264"|"244622757"
10|"October"||||||||||||||"23394264"|"244622756"
11|"November"||||||||||||||"23394264"|"244622755"
12|"December"||||||||||||||"23394264"|"244622748"
1|"January"||||||||||||||"23394263"|"244622738"
2|"February"||||||||||||||"23394263"|"244622737"
3|"March"||||||||||||||"23394263"|"244622741"
4|"April"||||||||||||||"23394263"|"244622734"
5|"May"||||||||||||||"23394263"|"244622742"
6|"June"||||||||||||||"23394263"|"244622740"
7|"July"||||||||||||||"23394263"|"244622739"
8|"August"||||||||||||||"23394263"|"244622735"
9|"September"||||||||||||||"23394263"|"244622745"
10|"October"||||||||||||||"23394263"|"244622744"
11|"November"||||||||||||||"23394263"|"244622743"
12|"December"||||||||||||||"23394263"|"244622736"
1|"January"|"Rare"||"None"|||||||||||"23394262"|"244622725"
2|"February"|"Rare"||"None"|||||||||||"23394262"|"244622724"
3|"March"|"Rare"||"None"|||||||||||"23394262"|"244622726"
4|"April"|"Rare"||"None"|||||||||||"23394262"|"244622722"
12|"December"|"Rare"||"None"|||||||||||"23394262"|"244622723"
11|"November"|||"None"|||||||||||"23394262"|"244622732"
10|"October"|||"None"|||||||||||"23394262"|"244622731"
9|"September"|||"None"|||||||||||"23394262"|"244622733"
8|"August"|||"None"|||||||||||"23394262"|"244622730"
7|"July"|||"None"|||||||||||"23394262"|"244622729"
6|"June"|||"None"|||||||||||"23394262"|"244622728"
5|"May"|||"None"|||||||||||"23394262"|"244622727"
1|"January"||||||||||||||"23394261"|"244622714"
2|"February"||||||||||||||"23394261"|"244622713"
3|"March"||||||||||||||"23394261"|"244622717"
4|"April"||||||||||||||"23394261"|"244622710"
5|"May"||||||||||||||"23394261"|"244622718"
6|"June"||||||||||||||"23394261"|"244622716"
7|"July"||||||||||||||"23394261"|"244622715"
8|"August"||||||||||||||"23394261"|"244622711"
9|"September"||||||||||||||"23394261"|"244622721"
10|"October"||||||||||||||"23394261"|"244622720"
11|"November"||||||||||||||"23394261"|"244622719"
12|"December"||||||||||||||"23394261"|"244622712"
1|"January"||||||||||||||"23394260"|"244622702"
2|"February"||||||||||||||"23394260"|"244622701"
3|"March"||||||||||||||"23394260"|"244622705"
4|"April"||||||||||||||"23394260"|"244622698"
5|"May"||||||||||||||"23394260"|"244622706"
6|"June"||||||||||||||"23394260"|"244622704"
7|"July"||||||||||||||"23394260"|"244622703"
8|"August"||||||||||||||"23394260"|"244622699"
9|"September"||||||||||||||"23394260"|"244622709"
10|"October"||||||||||||||"23394260"|"244622708"
11|"November"||||||||||||||"23394260"|"244622707"
12|"December"||||||||||||||"23394260"|"244622700"
1|"January"||||||||||||||"23394259"|"244622690"
2|"February"||||||||||||||"23394259"|"244622689"
3|"March"||||||||||||||"23394259"|"244622693"
4|"April"||||||||||||||"23394259"|"244622686"
5|"May"||||||||||||||"23394259"|"244622694"
6|"June"||||||||||||||"23394259"|"244622692"
7|"July"||||||||||||||"23394259"|"244622691"
8|"August"||||||||||||||"23394259"|"244622687"
9|"September"||||||||||||||"23394259"|"244622697"
10|"October"||||||||||||||"23394259"|"244622696"
11|"November"||||||||||||||"23394259"|"244622695"
12|"December"||||||||||||||"23394259"|"244622688"
1|"January"|"Rare"||"None"|||||||||||"23394258"|"244622677"
2|"February"|"Rare"||"None"|||||||||||"23394258"|"244622676"
3|"March"|"Rare"||"None"|||||||||||"23394258"|"244622678"
4|"April"|"Rare"||"None"|||||||||||"23394258"|"244622674"
12|"December"|"Rare"||"None"|||||||||||"23394258"|"244622675"
11|"November"|||"None"|||||||||||"23394258"|"244622685"
10|"October"|||"None"|||||||||||"23394258"|"244622684"
9|"September"|||"None"|||||||||||"23394258"|"244622683"
8|"August"|||"None"|||||||||||"23394258"|"244622682"
7|"July"|||"None"|||||||||||"23394258"|"244622681"
6|"June"|||"None"|||||||||||"23394258"|"244622680"
5|"May"|||"None"|||||||||||"23394258"|"244622679"
12|"December"|||"None"|||||||||||"23394290"|"244623036"
11|"November"|||"None"|||||||||||"23394290"|"244623043"
10|"October"|||"None"|||||||||||"23394290"|"244623044"
9|"September"|||"None"|||||||||||"23394290"|"244623045"
8|"August"|||"None"|||||||||||"23394290"|"244623035"
7|"July"|||"None"|||||||||||"23394290"|"244623039"
6|"June"|||"None"|||||||||||"23394290"|"244623040"
5|"May"|||"None"|||||||||||"23394290"|"244623042"
4|"April"|||"None"|||||||||||"23394290"|"244623034"
2|"February"|||"None"|||||||||||"23394290"|"244623037"
3|"March"|||"None"|||||||||||"23394290"|"244623041"
1|"January"|||"None"|||||||||||"23394290"|"244623038"
1|"January"||||||||||||||"23394289"|"244623026"
2|"February"||||||||||||||"23394289"|"244623025"
3|"March"||||||||||||||"23394289"|"244623029"
4|"April"||||||||||||||"23394289"|"244623022"
5|"May"||||||||||||||"23394289"|"244623030"
6|"June"||||||||||||||"23394289"|"244623028"
7|"July"||||||||||||||"23394289"|"244623027"
8|"August"||||||||||||||"23394289"|"244623023"
9|"September"||||||||||||||"23394289"|"244623033"
10|"October"||||||||||||||"23394289"|"244623032"
11|"November"||||||||||||||"23394289"|"244623031"
12|"December"||||||||||||||"23394289"|"244623024"
1|"January"|"Rare"||"None"|||||||||||"23394288"|"244623013"
2|"February"|"Rare"||"None"|||||||||||"23394288"|"244623012"
3|"March"|"Rare"||"None"|||||||||||"23394288"|"244623014"
4|"April"|"Rare"||"None"|||||||||||"23394288"|"244623010"
12|"December"|"Rare"||"None"|||||||||||"23394288"|"244623011"
11|"November"|||"None"|||||||||||"23394288"|"244623021"
10|"October"|||"None"|||||||||||"23394288"|"244623020"
9|"September"|||"None"|||||||||||"23394288"|"244623019"
8|"August"|||"None"|||||||||||"23394288"|"244623018"
7|"July"|||"None"|||||||||||"23394288"|"244623017"
6|"June"|||"None"|||||||||||"23394288"|"244623016"
5|"May"|||"None"|||||||||||"23394288"|"244623015"
12|"December"|||"None"|||||||||||"23394309"|"244623264"
11|"November"|||"None"|||||||||||"23394309"|"244623271"
10|"October"|||"None"|||||||||||"23394309"|"244623272"
9|"September"|||"None"|||||||||||"23394309"|"244623273"
8|"August"|||"None"|||||||||||"23394309"|"244623263"
7|"July"|||"None"|||||||||||"23394309"|"244623267"
6|"June"|||"None"|||||||||||"23394309"|"244623268"
5|"May"|||"None"|||||||||||"23394309"|"244623270"
2|"February"|||"None"|||||||||||"23394309"|"244623265"
4|"April"|||"None"|||||||||||"23394309"|"244623262"
3|"March"|||"None"|||||||||||"23394309"|"244623269"
1|"January"|||"None"|||||||||||"23394309"|"244623266"
1|"January"||||||||||||||"23394308"|"244623254"
3|"March"||||||||||||||"23394308"|"244623257"
2|"February"||||||||||||||"23394308"|"244623253"
4|"April"||||||||||||||"23394308"|"244623250"
5|"May"||||||||||||||"23394308"|"244623258"
6|"June"||||||||||||||"23394308"|"244623256"
7|"July"||||||||||||||"23394308"|"244623255"
8|"August"||||||||||||||"23394308"|"244623251"
9|"September"||||||||||||||"23394308"|"244623261"
10|"October"||||||||||||||"23394308"|"244623260"
11|"November"||||||||||||||"23394308"|"244623259"
12|"December"||||||||||||||"23394308"|"244623252"
1|"January"||||||||||||||"23394307"|"244623242"
3|"March"||||||||||||||"23394307"|"244623245"
2|"February"||||||||||||||"23394307"|"244623241"
4|"April"||||||||||||||"23394307"|"244623238"
5|"May"||||||||||||||"23394307"|"244623246"
6|"June"||||||||||||||"23394307"|"244623244"
7|"July"||||||||||||||"23394307"|"244623243"
8|"August"||||||||||||||"23394307"|"244623239"
9|"September"||||||||||||||"23394307"|"244623249"
10|"October"||||||||||||||"23394307"|"244623248"
11|"November"||||||||||||||"23394307"|"244623247"
12|"December"||||||||||||||"23394307"|"244623240"
2|"February"|"None"||"None"|||||||||||"23394306"|"244623229"
1|"January"|"None"||"None"|||||||||||"23394306"|"244623230"
8|"August"|"None"||"None"|||||||||||"23394306"|"244623227"
7|"July"|"None"||"None"|||||||||||"23394306"|"244623231"
6|"June"|"None"||"None"|||||||||||"23394306"|"244623232"
5|"May"|"None"||"None"|||||||||||"23394306"|"244623234"
4|"April"|"None"||"None"|||||||||||"23394306"|"244623226"
3|"March"|"None"||"None"|||||||||||"23394306"|"244623233"
12|"December"|"None"||"None"|||||||||||"23394306"|"244623228"
11|"November"|"None"||"None"|||||||||||"23394306"|"244623235"
10|"October"|"None"||"None"|||||||||||"23394306"|"244623236"
9|"September"|"None"||"None"|||||||||||"23394306"|"244623237"
1|"January"||||||||||||||"23394305"|"244623218"
3|"March"||||||||||||||"23394305"|"244623221"
2|"February"||||||||||||||"23394305"|"244623217"
4|"April"||||||||||||||"23394305"|"244623214"
5|"May"||||||||||||||"23394305"|"244623222"
6|"June"||||||||||||||"23394305"|"244623220"
7|"July"||||||||||||||"23394305"|"244623219"
8|"August"||||||||||||||"23394305"|"244623215"
9|"September"||||||||||||||"23394305"|"244623225"
10|"October"||||||||||||||"23394305"|"244623224"
11|"November"||||||||||||||"23394305"|"244623223"
12|"December"||||||||||||||"23394305"|"244623216"
1|"January"||||||||||||||"23394323"|"244623434"
2|"February"||||||||||||||"23394323"|"244623433"
3|"March"||||||||||||||"23394323"|"244623437"
