1|"January"|"None"||"None"|||||||||||"23394417"|"244624538"
1|"January"||||||||||||||"23394418"|"244624550"
2|"February"||||||||||||||"23394418"|"244624549"
3|"March"||||||||||||||"23394418"|"244624553"
4|"April"||||||||||||||"23394418"|"244624546"
5|"May"||||||||||||||"23394418"|"244624554"
6|"June"||||||||||||||"23394418"|"244624552"
7|"July"||||||||||||||"23394418"|"244624551"
8|"August"||||||||||||||"23394418"|"244624547"
9|"September"||||||||||||||"23394418"|"244624557"
10|"October"||||||||||||||"23394418"|"244624556"
11|"November"||||||||||||||"23394418"|"244624555"
12|"December"||||||||||||||"23394418"|"244624548"
12|"December"|"None"||"None"|||||||||||"23394353"|"244623792"
11|"November"|"None"||"None"|||||||||||"23394353"|"244623799"
10|"October"|"None"||"None"|||||||||||"23394353"|"244623800"
9|"September"|"None"||"None"|||||||||||"23394353"|"244623801"
8|"August"|"None"||"None"|||||||||||"23394353"|"244623791"
7|"July"|"None"||"None"|||||||||||"23394353"|"244623795"
6|"June"|"None"||"None"|||||||||||"23394353"|"244623796"
5|"May"|"None"||"None"|||||||||||"23394353"|"244623798"
4|"April"|"None"||"None"|||||||||||"23394353"|"244623790"
3|"March"|"None"||"None"|||||||||||"23394353"|"244623797"
2|"February"|"None"||"None"|||||||||||"23394353"|"244623793"
1|"January"|"None"||"None"|||||||||||"23394353"|"244623794"
1|"January"||||||||||||||"23394354"|"244623806"
2|"February"||||||||||||||"23394354"|"244623805"
3|"March"||||||||||||||"23394354"|"244623809"
4|"April"||||||||||||||"23394354"|"244623802"
5|"May"||||||||||||||"23394354"|"244623810"
6|"June"||||||||||||||"23394354"|"244623808"
7|"July"||||||||||||||"23394354"|"244623807"
8|"August"||||||||||||||"23394354"|"244623803"
9|"September"||||||||||||||"23394354"|"244623813"
12|"December"||||||||||||||"23394354"|"244623804"
10|"October"||||||||||||||"23394354"|"244623812"
11|"November"||||||||||||||"23394354"|"244623811"
12|"December"|"None"||"None"|||||||||||"23394450"|"244624932"
11|"November"|"None"||"None"|||||||||||"23394450"|"244624939"
10|"October"|"None"||"None"|||||||||||"23394450"|"244624940"
9|"September"|"None"||"None"|||||||||||"23394450"|"244624941"
8|"August"|"None"||"None"|||||||||||"23394450"|"244624931"
7|"July"|"None"||"None"|||||||||||"23394450"|"244624935"
6|"June"|"None"||"None"|||||||||||"23394450"|"244624936"
5|"May"|"None"||"None"|||||||||||"23394450"|"244624938"
4|"April"|"None"||"None"|||||||||||"23394450"|"244624930"
3|"March"|"None"||"None"|||||||||||"23394450"|"244624937"
2|"February"|"None"||"None"|||||||||||"23394450"|"244624933"
1|"January"|"None"||"None"|||||||||||"23394450"|"244624934"
1|"January"||||||||||||||"23394451"|"244624946"
2|"February"||||||||||||||"23394451"|"244624945"
3|"March"||||||||||||||"23394451"|"244624949"
4|"April"||||||||||||||"23394451"|"244624942"
5|"May"||||||||||||||"23394451"|"244624950"
6|"June"||||||||||||||"23394451"|"244624948"
7|"July"||||||||||||||"23394451"|"244624947"
8|"August"||||||||||||||"23394451"|"244624943"
9|"September"||||||||||||||"23394451"|"244624953"
10|"October"||||||||||||||"23394451"|"244624952"
12|"December"||||||||||||||"23394451"|"244624944"
11|"November"||||||||||||||"23394451"|"244624951"
12|"December"|"None"||"None"|||||||||||"23394355"|"244623816"
11|"November"|"None"||"None"|||||||||||"23394355"|"244623823"
10|"October"|"None"||"None"|||||||||||"23394355"|"244623824"
9|"September"|"None"||"None"|||||||||||"23394355"|"244623825"
8|"August"|"None"||"None"|||||||||||"23394355"|"244623815"
7|"July"|"None"||"None"|||||||||||"23394355"|"244623819"
6|"June"|"None"||"None"|||||||||||"23394355"|"244623820"
5|"May"|"None"||"None"|||||||||||"23394355"|"244623822"
4|"April"|"None"||"None"|||||||||||"23394355"|"244623814"
3|"March"|"None"||"None"|||||||||||"23394355"|"244623821"
2|"February"|"None"||"None"|||||||||||"23394355"|"244623817"
1|"January"|"None"||"None"|||||||||||"23394355"|"244623818"
1|"January"||||||||||||||"23394356"|"244623830"
2|"February"||||||||||||||"23394356"|"244623829"
3|"March"||||||||||||||"23394356"|"244623833"
4|"April"||||||||||||||"23394356"|"244623826"
5|"May"||||||||||||||"23394356"|"244623834"
6|"June"||||||||||||||"23394356"|"244623832"
7|"July"||||||||||||||"23394356"|"244623831"
8|"August"||||||||||||||"23394356"|"244623827"
9|"September"||||||||||||||"23394356"|"244623837"
12|"December"||||||||||||||"23394356"|"244623828"
10|"October"||||||||||||||"23394356"|"244623836"
11|"November"||||||||||||||"23394356"|"244623835"
12|"December"|"None"||"None"|||||||||||"23394452"|"244624956"
11|"November"|"None"||"None"|||||||||||"23394452"|"244624963"
10|"October"|"None"||"None"|||||||||||"23394452"|"244624964"
9|"September"|"None"||"None"|||||||||||"23394452"|"244624965"
8|"August"|"None"||"None"|||||||||||"23394452"|"244624955"
7|"July"|"None"||"None"|||||||||||"23394452"|"244624959"
6|"June"|"None"||"None"|||||||||||"23394452"|"244624960"
5|"May"|"None"||"None"|||||||||||"23394452"|"244624962"
4|"April"|"None"||"None"|||||||||||"23394452"|"244624954"
3|"March"|"None"||"None"|||||||||||"23394452"|"244624957"
1|"January"|"None"||"None"|||||||||||"23394452"|"244624961"
2|"February"|"None"||"None"|||||||||||"23394452"|"244624958"
12|"December"|"None"||"None"|||||||||||"23394453"|"244624968"
11|"November"|"None"||"None"|||||||||||"23394453"|"244624975"
10|"October"|"None"||"None"|||||||||||"23394453"|"244624976"
9|"September"|"None"||"None"|||||||||||"23394453"|"244624977"
8|"August"|"None"||"None"|||||||||||"23394453"|"244624967"
7|"July"|"None"||"None"|||||||||||"23394453"|"244624971"
6|"June"|"None"||"None"|||||||||||"23394453"|"244624972"
5|"May"|"None"||"None"|||||||||||"23394453"|"244624974"
4|"April"|"None"||"None"|||||||||||"23394453"|"244624966"
3|"March"|"None"||"None"|||||||||||"23394453"|"244624973"
1|"January"|"None"||"None"|||||||||||"23394453"|"244624970"
2|"February"|"None"||"None"|||||||||||"23394453"|"244624969"
1|"January"||||||||||||||"23394454"|"244624982"
2|"February"||||||||||||||"23394454"|"244624981"
3|"March"||||||||||||||"23394454"|"244624985"
4|"April"||||||||||||||"23394454"|"244624978"
5|"May"||||||||||||||"23394454"|"244624986"
6|"June"||||||||||||||"23394454"|"244624984"
7|"July"||||||||||||||"23394454"|"244624983"
8|"August"||||||||||||||"23394454"|"244624979"
9|"September"||||||||||||||"23394454"|"244624989"
10|"October"||||||||||||||"23394454"|"244624988"
12|"December"||||||||||||||"23394454"|"244624980"
11|"November"||||||||||||||"23394454"|"244624987"
1|"January"||||||||||||||"23394455"|"244624994"
2|"February"||||||||||||||"23394455"|"244624993"
3|"March"||||||||||||||"23394455"|"244624997"
4|"April"||||||||||||||"23394455"|"244624990"
5|"May"||||||||||||||"23394455"|"244624998"
6|"June"||||||||||||||"23394455"|"244624996"
7|"July"||||||||||||||"23394455"|"244624995"
8|"August"||||||||||||||"23394455"|"244624991"
9|"September"||||||||||||||"23394455"|"244625001"
10|"October"||||||||||||||"23394455"|"244625000"
12|"December"||||||||||||||"23394455"|"244624992"
11|"November"||||||||||||||"23394455"|"244624999"
12|"December"|||"None"|||||||||||"23394432"|"244624716"
11|"November"|||"None"|||||||||||"23394432"|"244624723"
10|"October"|||"None"|||||||||||"23394432"|"244624724"
9|"September"|||"None"|||||||||||"23394432"|"244624725"
8|"August"|||"None"|||||||||||"23394432"|"244624715"
7|"July"|||"None"|||||||||||"23394432"|"244624719"
6|"June"|||"None"|||||||||||"23394432"|"244624720"
5|"May"|||"None"|||||||||||"23394432"|"244624722"
4|"April"|||"None"|||||||||||"23394432"|"244624714"
3|"March"|||"None"|||||||||||"23394432"|"244624721"
2|"February"|||"None"|||||||||||"23394432"|"244624717"
1|"January"|||"None"|||||||||||"23394432"|"244624718"
1|"January"||||||||||||||"23394378"|"244624082"
2|"February"||||||||||||||"23394378"|"244624081"
4|"April"||||||||||||||"23394378"|"244624078"
3|"March"||||||||||||||"23394378"|"244624085"
5|"May"||||||||||||||"23394378"|"244624086"
6|"June"||||||||||||||"23394378"|"244624084"
7|"July"||||||||||||||"23394378"|"244624083"
8|"August"||||||||||||||"23394378"|"244624079"
9|"September"||||||||||||||"23394378"|"244624089"
10|"October"||||||||||||||"23394378"|"244624088"
11|"November"||||||||||||||"23394378"|"244624087"
12|"December"||||||||||||||"23394378"|"244624080"
1|"January"||||||||||||||"23394379"|"244624094"
2|"February"||||||||||||||"23394379"|"244624093"
4|"April"||||||||||||||"23394379"|"244624090"
3|"March"||||||||||||||"23394379"|"244624097"
5|"May"||||||||||||||"23394379"|"244624098"
6|"June"||||||||||||||"23394379"|"244624096"
7|"July"||||||||||||||"23394379"|"244624095"
8|"August"||||||||||||||"23394379"|"244624091"
9|"September"||||||||||||||"23394379"|"244624101"
12|"December"||||||||||||||"23394379"|"244624092"
10|"October"||||||||||||||"23394379"|"244624100"
11|"November"||||||||||||||"23394379"|"244624099"
12|"December"|"None"||"None"|||||||||||"23394380"|"244624104"
11|"November"|"None"||"None"|||||||||||"23394380"|"244624111"
10|"October"|"None"||"None"|||||||||||"23394380"|"244624112"
9|"September"|"None"||"None"|||||||||||"23394380"|"244624113"
8|"August"|"None"||"None"|||||||||||"23394380"|"244624103"
7|"July"|"None"||"None"|||||||||||"23394380"|"244624107"
6|"June"|"None"||"None"|||||||||||"23394380"|"244624108"
5|"May"|"None"||"None"|||||||||||"23394380"|"244624110"
4|"April"|"None"||"None"|||||||||||"23394380"|"244624102"
3|"March"|"None"||"None"|||||||||||"23394380"|"244624109"
2|"February"|"None"||"None"|||||||||||"23394380"|"244624105"
1|"January"|"None"||"None"|||||||||||"23394380"|"244624106"
1|"January"||||||||||||||"23394381"|"244624118"
2|"February"||||||||||||||"23394381"|"244624117"
4|"April"||||||||||||||"23394381"|"244624114"
3|"March"||||||||||||||"23394381"|"244624121"
5|"May"||||||||||||||"23394381"|"244624122"
6|"June"||||||||||||||"23394381"|"244624120"
7|"July"||||||||||||||"23394381"|"244624119"
8|"August"||||||||||||||"23394381"|"244624115"
9|"September"||||||||||||||"23394381"|"244624125"
10|"October"||||||||||||||"23394381"|"244624124"
